,status,x_marst,x_occup08,x_diplom,x_age,region,xh5,xj1,xj4.1,xj13.2
5682,Село,Состоите в зарегистрированном браке,,законченное среднее специальное образование,70.0,"Челябинская область, Красноармейский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5683,Село,Состоите в зарегистрированном браке,,законченное среднее образование,67.0,"Челябинская область, Красноармейский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5684,Областной центр,Состоите в зарегистрированном браке,неквалифицированные рабочие всех отраслей,незаконченное среднее образование (7 - 8 кл),49.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,13000.0
5685,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",незаконченное среднее образование (7 - 8 кл) + что-то еще,54.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,23000.0
5686,Областной центр,Никогда в браке не состояли,"квалифицированные рабочие, занятые ручным трудом",незаконченное среднее образование (7 - 8 кл) + что-то еще,24.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,31000.0
5687,Областной центр,Никогда в браке не состояли,служащие офисные и по обслуживанию клиентов,незаконченное среднее образование (7 - 8 кл) + что-то еще,27.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",15000.0
5688,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",законченное среднее образование,34.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",25000.0
5689,Областной центр,Состоите в зарегистрированном браке,работники сферы торговли и услуг,незаконченное среднее образование (7 - 8 кл) + что-то еще,43.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",0.0
5690,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,24.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5691,Областной центр,Никогда в браке не состояли,,законченное среднее специальное образование,19.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5692,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,45.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",31000.0
5693,Областной центр,Состоите в зарегистрированном браке,,законченное среднее образование,62.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5694,Областной центр,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,60.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,30000.0
5695,Областной центр,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное высшее образование и выше,38.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",35000.0
5696,Областной центр,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,35.0,Нижний Новгород,ЖЕНСКИЙ,Вы находитесь в отпуске - декретном или по уходу за ребенком до 3-х лет,ЗДРАВООХРАНЕНИЕ,0.0
5697,Областной центр,Bдовец (вдова),,законченное высшее образование и выше,83.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5698,Областной центр,Bдовец (вдова),,законченное высшее образование и выше,74.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5699,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,47.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,30000.0
5700,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,39.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,УСЛУГИ НАСЕЛЕНИЮ,15000.0
5701,Областной центр,Никогда в браке не состояли,,незаконченное среднее образование (7 - 8 кл),14.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5702,Областной центр,Никогда в браке не состояли,,законченное высшее образование и выше,67.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5703,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное среднее специальное образование,59.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,25000.0
5704,Областной центр,Состоите в зарегистрированном браке,,законченное среднее специальное образование,57.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5705,Областной центр,Никогда в браке не состояли,работники сферы торговли и услуг,законченное среднее специальное образование,26.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",45000.0
5706,Областной центр,Bдовец (вдова),работники сферы торговли и услуг,законченное среднее специальное образование,64.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",15000.0
5707,Областной центр,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,40.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,20000.0
5708,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,40.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",27000.0
5709,Областной центр,Никогда в браке не состояли,работники сферы торговли и услуг,незаконченное среднее образование (7 - 8 кл) + что-то еще,18.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",ЗАТРУДНЯЮСЬ ОТВЕТИТЬ
5710,Областной центр,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,48.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,40000.0
5711,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,53.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,40000.0
5712,Областной центр,Никогда в браке не состояли,специалисты среднего уровня квалификации; чиновники,законченное среднее специальное образование,22.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,15000.0
5713,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",законченное среднее специальное образование,63.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,35000.0
5714,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,62.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5715,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,33.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,40000.0
5716,Областной центр,Bдовец (вдова),,законченное среднее специальное образование,56.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5717,Областной центр,Никогда в браке не состояли,работники сферы торговли и услуг,законченное среднее образование,30.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",25000.0
5718,Областной центр,,,,10.0,Нижний Новгород,МУЖСКОЙ,,,
5719,Областной центр,Состоите в зарегистрированном браке,,законченное среднее образование,66.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5720,Областной центр,Состоите в зарегистрированном браке,,законченное среднее образование,65.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5721,Областной центр,Bдовец (вдова),,законченное среднее образование,70.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5722,Областной центр,Bдовец (вдова),,законченное среднее образование,65.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5723,Областной центр,Никогда в браке не состояли,"квалифицированные рабочие, занятые ручным трудом",законченное среднее образование,39.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,40000.0
5724,Областной центр,"Живете вместе, но не зарегистрированы",специалисты высшего уровня квалификации,законченное высшее образование и выше,36.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",35000.0
5725,Областной центр,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),45.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5726,Областной центр,"Живете вместе, но не зарегистрированы",неквалифицированные рабочие всех отраслей,законченное среднее образование,29.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,
5727,Областной центр,Никогда в браке не состояли,работники сферы торговли и услуг,законченное среднее образование,20.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12000.0
5728,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",законченное среднее образование,56.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,20000.0
5729,Областной центр,Разведены и в браке не состоите,,законченное среднее специальное образование,78.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5730,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,34.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,18000.0
5731,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее специальное образование,38.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",40000.0
5732,Областной центр,Никогда в браке не состояли,,незаконченное среднее образование (7 - 8 кл) + что-то еще,16.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5733,Областной центр,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,35.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,20000.0
5734,Областной центр,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное высшее образование и выше,36.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",30000.0
5735,Областной центр,Никогда в браке не состояли,,незаконченное среднее образование (7 - 8 кл),15.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5736,Областной центр,,,,10.0,Нижний Новгород,МУЖСКОЙ,,,
5737,Областной центр,Bдовец (вдова),,законченное среднее специальное образование,77.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5738,Областной центр,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное высшее образование и выше,54.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,ФИНАНСЫ,30000.0
5739,Областной центр,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное среднее специальное образование,23.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,"IT, ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ",25000.0
5740,Областной центр,Bдовец (вдова),,законченное высшее образование и выше,73.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5741,Областной центр,Разведены и в браке не состоите,,законченное среднее образование,51.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5742,Областной центр,"Живете вместе, но не зарегистрированы",,законченное среднее образование,65.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5743,Областной центр,"Живете вместе, но не зарегистрированы",,законченное среднее специальное образование,66.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5744,Областной центр,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное высшее образование и выше,58.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",
5745,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,55.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5746,Областной центр,Никогда в браке не состояли,,законченное среднее специальное образование,23.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5747,Областной центр,Разведены и в браке не состоите,специалисты высшего уровня квалификации,законченное высшее образование и выше,51.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",30000.0
5748,Областной центр,Состоите в зарегистрированном браке,,законченное среднее образование,79.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5749,Областной центр,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),80.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5750,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",законченное среднее образование,48.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,35000.0
5751,Областной центр,Состоите в зарегистрированном браке,неквалифицированные рабочие всех отраслей,законченное среднее образование,48.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,"СМИ, ИЗДАТЕЛЬСТВО, ПЕЧАТЬ, ТЕЛЕКОММУНИКАЦИИ",25000.0
5752,Областной центр,Bдовец (вдова),,законченное среднее образование,61.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5753,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",законченное среднее образование,37.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,"СМИ, ИЗДАТЕЛЬСТВО, ПЕЧАТЬ, ТЕЛЕКОММУНИКАЦИИ",
5754,Областной центр,Никогда в браке не состояли,,законченное среднее образование,27.0,Нижний Новгород,МУЖСКОЙ,Или у Вас сейчас нет работы,,
5755,Областной центр,Никогда в браке не состояли,"квалифицированные рабочие, занятые ручным трудом",незаконченное среднее образование (7 - 8 кл) + что-то еще,24.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",
5756,Областной центр,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное среднее специальное образование,21.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,
5757,Областной центр,Состоите в зарегистрированном браке,неквалифицированные рабочие всех отраслей,законченное высшее образование и выше,38.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",
5758,Областной центр,,,,13.0,Нижний Новгород,МУЖСКОЙ,,,
5759,ПГТ,,,,9.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,,,
5760,ПГТ,Состоите в зарегистрированном браке,служащие офисные и по обслуживанию клиентов,законченное среднее специальное образование,35.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы находитесь в отпуске - декретном или по уходу за ребенком до 3-х лет,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",0.0
5761,ПГТ,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное среднее образование,38.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,38000.0
5762,ПГТ,Никогда в браке не состояли,,незаконченное среднее образование (7 - 8 кл) + что-то еще,15.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5763,ПГТ,Состоите в зарегистрированном браке,неквалифицированные рабочие всех отраслей,законченное среднее образование,56.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,НЕТ ОТВЕТА
5764,ПГТ,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,56.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,СЕЛЬСКОЕ ХОЗЯЙСТВО,15000.0
5765,ПГТ,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),83.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5766,ПГТ,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл) + что-то еще,81.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5767,ПГТ,Разведены и в браке не состоите,работники сферы торговли и услуг,законченное среднее образование,51.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,СЕЛЬСКОЕ ХОЗЯЙСТВО,15000.0
5768,ПГТ,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,50.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",12000.0
5769,ПГТ,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее специальное образование,53.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,
5770,ПГТ,Состоите в зарегистрированном браке,,законченное среднее образование,66.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5771,ПГТ,Состоите в зарегистрированном браке,,законченное среднее образование,64.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5772,ПГТ,"Живете вместе, но не зарегистрированы",законодатели; крупные чиновники; руководители высш. и сред. звена,законченное среднее специальное образование,50.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",10200.0
5773,ПГТ,Состоите в зарегистрированном браке,,законченное среднее образование,66.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5774,Село,Состоите в зарегистрированном браке,неквалифицированные рабочие всех отраслей,незаконченное среднее образование (7 - 8 кл),56.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,СЕЛЬСКОЕ ХОЗЯЙСТВО,12000.0
5775,Село,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное среднее образование,48.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",2600.0
5776,Село,Никогда в браке не состояли,,законченное среднее образование,18.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5777,Село,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл),77.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5778,Село,"Живете вместе, но не зарегистрированы",специалисты среднего уровня квалификации; чиновники,законченное среднее специальное образование,57.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,СОЦИАЛЬНОЕ ОБСЛУЖИВАНИЕ,3200.0
5779,Село,"Живете вместе, но не зарегистрированы",,законченное среднее специальное образование,52.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5780,Село,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),69.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5781,Село,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),64.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5782,Село,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее специальное образование,47.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",6000.0
5783,Село,Состоите в зарегистрированном браке,неквалифицированные рабочие всех отраслей,законченное среднее образование,48.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,"ДЕРЕВООБРАБАТЫВАЮЩАЯ ПРОМЫШЛЕННОСТЬ, ЛЕСНОЕ ХОЗЯЙСТВО",11000.0
5784,Село,Состоите в зарегистрированном браке,,окончил 0 - 6 классов,90.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5785,Село,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),83.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5786,Село,Состоите в зарегистрированном браке,работники сферы торговли и услуг,незаконченное среднее образование (7 - 8 кл) + что-то еще,45.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",20000.0
5787,Село,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),52.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5788,Село,Состоите в зарегистрированном браке,,законченное среднее образование,61.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5789,Село,Состоите в зарегистрированном браке,,законченное среднее специальное образование,55.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5790,Село,Никогда в браке не состояли,неквалифицированные рабочие всех отраслей,законченное среднее образование,37.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",10000.0
5791,Село,Разведены и в браке не состоите,законодатели; крупные чиновники; руководители высш. и сред. звена,законченное среднее специальное образование,50.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,27000.0
5792,Село,Никогда в браке не состояли,"квалифицированные рабочие, занятые ручным трудом",законченное высшее образование и выше,27.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,23000.0
5793,Село,Состоите в зарегистрированном браке,служащие офисные и по обслуживанию клиентов,законченное среднее специальное образование,52.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,ОРГАНЫ УПРАВЛЕНИЯ,9500.0
5794,Село,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,60.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,СЕЛЬСКОЕ ХОЗЯЙСТВО,52000.0
5795,Село,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",незаконченное среднее образование (7 - 8 кл) + что-то еще,54.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,СЕЛЬСКОЕ ХОЗЯЙСТВО,15200.0
5796,Село,Состоите в зарегистрированном браке,неквалифицированные рабочие всех отраслей,незаконченное среднее образование (7 - 8 кл) + что-то еще,49.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,"НАУКА, КУЛЬТУРА",10200.0
5797,Село,Bдовец (вдова),,окончил 0 - 6 классов,86.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5798,Село,Состоите в зарегистрированном браке,,законченное среднее образование,49.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5799,Село,Состоите в зарегистрированном браке,работники сферы торговли и услуг,незаконченное среднее образование (7 - 8 кл) + что-то еще,40.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,10200.0
5800,Село,,,,13.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,,,
5801,Село,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл) + что-то еще,59.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5802,Село,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл) + что-то еще,39.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5803,Село,Состоите в зарегистрированном браке,,законченное среднее образование,44.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5804,Село,Никогда в браке не состояли,,незаконченное среднее образование (7 - 8 кл),14.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5805,Село,,,,12.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,,,
5806,Село,"Живете вместе, но не зарегистрированы",,законченное высшее образование и выше,59.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5807,Село,"Живете вместе, но не зарегистрированы","квалифицированные рабочие, занятые ручным трудом",законченное среднее специальное образование,50.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,
5808,Село,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное среднее специальное образование,47.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,15000.0
5809,Село,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее специальное образование,44.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Вы сейчас работаете,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",45000.0
5810,Село,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл),79.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5811,Село,Состоите в зарегистрированном браке,,законченное среднее образование,55.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
5812,Село,Состоите в зарегистрированном браке,,законченное среднее специальное образование,55.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5813,Село,Bдовец (вдова),,законченное среднее образование,64.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
5814,Село,Bдовец (вдова),служащие офисные и по обслуживанию клиентов,законченное среднее образование,47.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",5100.0
